Part Desc;Work Order Qty;Case ID;Activity;Resource;Report Type;Worker ID;Qty Completed;Qty for MRB;activity_duration;Complete Timestamp;weekday;hour;timesincelastevent;timesincecasestart;remtime;event_nr;open_cases
Cable Head;185;Case 225;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4872;0;0;32100.0;2012-01-05 15:52:00;3;15;0.0;0.0;7291380.0;1;29
Barrel;32;Case 250;Milling - Machine 16;Machine 16 - Milling;D;ID4326;8;0;32400.0;2012-01-05 16:00:00;3;16;11400.0;172800.0;550800.0;4;29
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;S;ID4163;0;0;7800.0;2012-01-05 16:10:00;3;16;6780.0;113400.0;7290300.0;5;29
Cable Head;3;Case 277;Lapping - Machine 1;Machine 1 - Lapping;D;ID4528;3;0;3240.0;2012-01-05 16:54:00;3;16;229140.0;262440.0;333300.0;3;29
Spur Gear;85;Case 210;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;22;0;32400.0;2012-01-05 17:00:00;3;17;33900.0;176400.0;892800.0;7;29
Cable Head;30;Case 219;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;15;0;1680.0;2012-01-05 17:35:00;3;17;174660.0;174660.0;1063500.0;2;29
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4287;153;0;2100.0;2012-01-05 17:35:00;3;17;5100.0;118500.0;7285200.0;6;29
Wheel Shaft;20;Case 201;Turning - Machine 8;Machine 15 - Turning;D;ID4219;2;0;13440.0;2012-01-05 17:37:00;3;17;13500.0;145320.0;4001880.0;5;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4429;1;0;11700.0;2012-01-05 17:37:00;3;17;120.0;118620.0;7285080.0;7;29
Wheel Shaft;20;Case 201;Turning - Machine 8;Machine 15 - Turning;S;ID4219;0;0;180.0;2012-01-05 17:42:00;3;17;300.0;145620.0;4001580.0;6;29
Ballnut;108;Case 215;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;78;0;8700.0;2012-01-05 17:47:00;3;17;8760.0;8760.0;1006980.0;2;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;S;ID4167;0;0;20640.0;2012-01-05 17:58:00;3;17;0.0;0.0;7282920.0;1;30
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;S;ID4528;0;0;5400.0;2012-01-05 18:30:00;3;18;5760.0;268200.0;327540.0;4;30
Cable Head;180;Case 199;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;8;0;12300.0;2012-01-05 19:53:00;3;19;15660.0;239880.0;7311720.0;14;30
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4932;0;0;3540.0;2012-01-05 20:50:00;3;20;11580.0;130200.0;7273500.0;8;30
Ballnut;108;Case 215;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID4445;30;0;4200.0;2012-01-05 22:03:00;3;22;15360.0;24120.0;991620.0;3;30
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;D;ID4528;0;0;18900.0;2012-01-05 23:45:00;3;23;18900.0;287100.0;308640.0;5;30
Spur Gear;85;Case 210;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;8;0;13080.0;2012-01-06 00:00:00;4;0;25200.0;201600.0;867600.0;8;30
Housing;46;Case 153;Packing;Packing;D;ID4820;4;0;3600.0;2012-01-06 01:00:00;4;1;58800.0;277800.0;0.0;5;28
Spur Gear;20;Case 236;Packing;Packing;D;ID4491;20;0;3600.0;2012-01-06 01:00:00;4;1;34260.0;271800.0;0.0;8;28
Spur Gear;225;Case 254;Packing;Packing;D;ID4820;225;0;3600.0;2012-01-06 01:00:00;4;1;118980.0;305100.0;33900.0;6;28
Spur Gear;105;Case 230;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;B;ID4794;0;0;4260.0;2012-01-06 01:14:00;4;1;0.0;0.0;4715700.0;1;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;S;ID4794;2;0;17580.0;2012-01-06 01:14:00;4;1;26160.0;26160.0;7256760.0;2;29
Spur Gear;105;Case 230;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;0;0;19560.0;2012-01-06 06:39:00;4;6;19500.0;19500.0;4696200.0;2;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4794;15;0;19440.0;2012-01-06 06:39:00;4;6;19500.0;45660.0;7237260.0;3;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4932;33;0;35400.0;2012-01-06 06:41:00;4;6;35460.0;165660.0;7238040.0;9;29
Cable Head;180;Case 199;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;19;0;35760.0;2012-01-06 06:48:00;4;6;39300.0;279180.0;7272420.0;15;29
Cable Head;180;Case 199;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;0;0;57060.0;2012-01-06 07:00:00;4;7;0.0;279900.0;7271700.0;16;29
Cable Head;180;Case 199;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID3846;20;0;53820.0;2012-01-06 07:00:00;4;7;720.0;279900.0;7271700.0;17;29
Wheel Shaft;20;Case 201;Turning - Machine 8;Machine 15 - Turning;D;ID4219;1;0;4140.0;2012-01-06 08:00:00;4;8;51480.0;197100.0;3950100.0;7;29
Spur Gear;85;Case 210;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;5820.0;2012-01-06 08:27:00;4;8;30420.0;232020.0;837180.0;9;29
Punch Holder;350;Case 267;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;7500.0;2012-01-06 09:44:00;4;9;11100.0;56760.0;7226160.0;4;29
Ballnut;108;Case 215;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;60.0;2012-01-06 09:46:00;4;9;42180.0;66300.0;949440.0;4;29
Cable Head;180;Case 199;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;36;0;6840.0;2012-01-06 10:03:00;4;10;10980.0;290880.0;7260720.0;18;29
Spur Gear;85;Case 210;Turning & Milling Q.C.;Quality Check 1;D;ID4618;85;0;300.0;2012-01-06 10:09:00;4;10;6120.0;238140.0;831060.0;10;29
Spur Gear;225;Case 254;Final Inspection Q.C.;Quality Check 1;D;ID4618;225;0;60.0;2012-01-06 10:25:00;4;10;33900.0;339000.0;0.0;7;28
Ballnut;108;Case 215;Turning & Milling Q.C.;Quality Check 1;D;ID4618;108;0;4500.0;2012-01-06 11:02:00;4;11;4560.0;70860.0;944880.0;5;28
Ballnut;27;Case 154;other;other;D;other;26;0;16200.0;2012-01-06 11:30:00;4;11;209700.0;209700.0;394200.0;2;28
Ballnut;48;Case 155;Turning - Machine 8;Machine 15 - Turning;S;ID0997;0;0;17100.0;2012-01-06 11:56:00;4;11;0.0;0.0;565440.0;1;29
Ballnut;48;Case 155;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;0;0;2520.0;2012-01-06 12:38:00;4;12;2520.0;2520.0;562920.0;2;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4429;20;0;19080.0;2012-01-06 12:39:00;4;12;21480.0;187140.0;7216560.0;10;29
Wheel Shaft;20;Case 201;Turning - Machine 8;Machine 15 - Turning;B;ID4219;0;0;16740.0;2012-01-06 12:40:00;4;12;16800.0;213900.0;3933300.0;8;29
Spur Gear;85;Case 210;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;38;0;1380.0;2012-01-06 12:49:00;4;12;9600.0;247740.0;821460.0;11;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4167;20;0;19080.0;2012-01-06 12:52:00;4;12;11280.0;68040.0;7214880.0;5;29
Cable Head;180;Case 199;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;14;0;21120.0;2012-01-06 12:53:00;4;12;10200.0;301080.0;7250520.0;19;29
Barrel;32;Case 250;Milling - Machine 16;Machine 16 - Milling;D;ID4326;7;0;21600.0;2012-01-06 13:00:00;4;13;75600.0;248400.0;475200.0;5;29
Wheel Shaft;20;Case 201;Turning - Machine 8;Machine 15 - Turning;D;ID4219;1;0;1680.0;2012-01-06 13:08:00;4;13;1680.0;215580.0;3931620.0;9;29
Ballnut;48;Case 155;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;13;0;4500.0;2012-01-06 13:53:00;4;13;4500.0;7020.0;558420.0;3;29
Cable Head;180;Case 199;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4132;31;0;82800.0;2012-01-07 06:00:00;5;6;61620.0;362700.0;7188900.0;20;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;0;0;64800.0;2012-01-07 07:00:00;5;7;66060.0;253200.0;7150500.0;11;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;30;0;64800.0;2012-01-07 07:00:00;5;7;65280.0;133320.0;7149600.0;6;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;0;0;59400.0;2012-01-07 23:30:00;5;23;59400.0;312600.0;7091100.0;12;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;30;0;59400.0;2012-01-07 23:30:00;5;23;59400.0;192720.0;7090200.0;7;29
Cable Head;185;Case 225;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4872;79;0;4500.0;2012-01-08 01:15:00;6;1;206580.0;206580.0;7084800.0;2;29
Ballnut;24;Case 233;other;Machine 9 - Turning & Milling;S;ID4641;1;0;9900.0;2012-01-08 05:58:00;6;5;227220.0;395880.0;609300.0;8;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4641;36;0;25140.0;2012-01-08 06:35:00;6;6;25500.0;338100.0;7065600.0;13;29
Ballnut;24;Case 233;other;Machine 9 - Turning & Milling;D;ID4641;2;0;2220.0;2012-01-08 06:36:00;6;6;2280.0;398160.0;607020.0;9;29
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4641;33;0;25560.0;2012-01-08 06:43:00;6;6;25980.0;218700.0;7064220.0;8;29
Cable Head;180;Case 199;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;16;0;32400.0;2012-01-08 06:57:00;6;6;89820.0;452520.0;7099080.0;21;29
Spur Gear;85;Case 210;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;47;0;1200.0;2012-01-08 07:50:00;6;7;154860.0;402600.0;666600.0;12;29
Wheel Shaft;20;Case 201;Turning - Machine 8;Machine 15 - Turning;D;ID4219;1;0;4260.0;2012-01-08 07:54:00;6;7;153960.0;369540.0;3777660.0;10;29
Ballnut;24;Case 233;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;3600.0;2012-01-08 08:00:00;6;8;5040.0;403200.0;601980.0;10;29
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;D;ID4528;3;0;6000.0;2012-01-08 08:30:00;6;8;204300.0;491400.0;104340.0;6;29
Cable Head;153;Case 266;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4932;0;0;5580.0;2012-01-08 08:39:00;6;8;7440.0;345540.0;7058160.0;14;29
Cable Head;3;Case 277;Lapping - Machine 1;Machine 1 - Lapping;D;ID4528;3;0;600.0;2012-01-08 08:40:00;6;8;600.0;492000.0;103740.0;7;29
Punch Holder;350;Case 267;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;7800.0;2012-01-08 10:00:00;6;10;11820.0;230520.0;7052400.0;9;29
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;S;ID4528;0;0;3420.0;2012-01-08 10:00:00;6;10;4800.0;496800.0;98940.0;8;29
Ballnut;27;Case 154;Final Inspection Q.C.;Quality Check 1;D;ID4493;25;0;11460.0;2012-01-08 10:11:00;6;10;168060.0;377760.0;226140.0;3;29
Ballnut;24;Case 233;other;Machine 9 - Turning & Milling;D;ID3846;3;0;5460.0;2012-01-08 10:34:00;6;10;9240.0;412440.0;592740.0;11;29
Gauge;5;Case 203;Turning & Milling Q.C.;Quality Check 1;D;ID4618;5;0;6180.0;2012-01-08 10:43:00;6;10;0.0;0.0;332400.0;1;30
Wheel Shaft;20;Case 201;Turning Q.C.;Quality Check 1;D;ID4493;3;0;3660.0;2012-01-08 11:13:00;6;11;11940.0;381480.0;3765720.0;11;30
Cable Head;17;Case 185;Turning & Milling Q.C.;Quality Check 1;D;ID4287;7;0;8040.0;2012-01-08 11:14:00;6;11;246840.0;467940.0;7075560.0;7;30
Ballnut;48;Case 155;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1380.0;2012-01-08 11:59:00;6;11;165960.0;172980.0;392460.0;4;30
Spur Gear;105;Case 230;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;1;0;10560.0;2012-01-08 12:09:00;6;12;192600.0;212100.0;4503600.0;3;30
Spur Gear;105;Case 230;Turning & Milling Q.C.;Quality Check 1;D;ID4618;5;0;660.0;2012-01-08 12:28:00;6;12;1140.0;213240.0;4502460.0;4;30
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4163;131;0;13800.0;2012-01-08 12:50:00;6;12;15060.0;360600.0;7043100.0;15;30
Cable Head;180;Case 199;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;5;0;11880.0;2012-01-08 13:20:00;6;13;22980.0;475500.0;7076100.0;22;30
Cable Head;17;Case 185;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;7;0;3420.0;2012-01-08 13:37:00;6;13;8580.0;476520.0;7066980.0;8;30
Gauge;5;Case 203;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;5;0;3000.0;2012-01-08 13:37:00;6;13;10440.0;10440.0;321960.0;2;30
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-01-08 13:40:00;6;13;3000.0;363600.0;7040100.0;16;30
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-01-08 14:00:00;6;14;1200.0;364800.0;7038900.0;17;30
Ballnut;24;Case 233;Turning & Milling Q.C.;Quality Check 1;D;ID4287;6;0;6060.0;2012-01-08 14:01:00;6;14;12420.0;424860.0;580320.0;12;30
Ballnut;108;Case 215;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;100;0;2580.0;2012-01-08 14:20:00;6;14;184680.0;255540.0;760200.0;6;30
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-01-08 14:20:00;6;14;1200.0;366000.0;7037700.0;18;30
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-01-08 14:40:00;6;14;1200.0;367200.0;7036500.0;19;30
Cable Head;153;Case 266;Turning & Milling Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-01-08 15:00:00;6;15;1200.0;368400.0;7035300.0;20;30
Spur Gear;84;Case 211;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1080.0;2012-01-08 15:02:00;6;15;0.0;0.0;554280.0;1;31
Cutting Wheel;21;Case 206;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;300.0;2012-01-08 15:07:00;6;15;0.0;0.0;2195580.0;1;32
Cable Head;151;Case 177;Round Grinding - Machine 2;Machine 2 - Round Grinding;S;ID4385;0;0;6420.0;2012-01-08 15:08:00;6;15;362580.0;362580.0;7034820.0;2;32
Disc;36;Case 246;Final Inspection Q.C.;Quality Check 1;D;ID4287;31;0;4980.0;2012-01-08 15:27:00;6;15;276720.0;516420.0;34380.0;9;32
Wheel Shaft;20;Case 201;Turning & Milling Q.C.;Quality Check 1;D;ID4493;0;0;7800.0;2012-01-08 15:30:00;6;15;15420.0;396900.0;3750300.0;12;32
Ballnut;48;Case 155;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;35;0;23460.0;2012-01-08 15:39:00;6;15;13200.0;186180.0;379260.0;5;32
Cable Head;180;Case 199;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4132;6;0;23220.0;2012-01-08 15:39:00;6;15;8340.0;483840.0;7067760.0;23;32
Housing;24;Case 248;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;1;0;19080.0;2012-01-08 15:53:00;6;15;0.0;0.0;837060.0;1;33
Cable Head;151;Case 177;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;2;0;2880.0;2012-01-08 15:57:00;6;15;2940.0;365520.0;7031880.0;3;33
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;28;0;32700.0;2012-01-08 16:05:00;6;16;21900.0;252420.0;7030500.0;10;33
Cable Head;5;Case 251;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4429;0;0;4260.0;2012-01-08 16:15:00;6;16;0.0;0.0;3964800.0;1;34
Ballnut;108;Case 215;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;100;0;8820.0;2012-01-08 16:48:00;6;16;8880.0;264420.0;751320.0;7;34
Electrical Contact;320;Case 238;Turning & Milling Q.C.;Quality Check 1;D;ID4618;225;0;1920.0;2012-01-08 16:52:00;6;16;278400.0;553920.0;3398880.0;16;34
Ballnut;48;Case 155;Turning & Milling Q.C.;Quality Check 1;D;ID4618;48;0;4500.0;2012-01-08 17:00:00;6;17;4860.0;191040.0;374400.0;6;34
Spur Gear;85;Case 210;Grinding Rework;Machine 11 - Grinding;D;ID4882;0;0;8940.0;2012-01-08 17:08:00;6;17;33480.0;436080.0;633120.0;13;34
Spur Gear;85;Case 210;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;35;0;2880.0;2012-01-08 17:38:00;6;17;1800.0;437880.0;631320.0;14;34
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;D;ID4528;0;0;27780.0;2012-01-08 17:43:00;6;17;27780.0;524580.0;71160.0;9;34
Housing;24;Case 248;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID3846;7;0;6660.0;2012-01-08 17:46:00;6;17;6780.0;6780.0;830280.0;2;34
Spur Gear;105;Case 230;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;14;0;20340.0;2012-01-08 17:49:00;6;17;19260.0;232500.0;4483200.0;5;34
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4794;5;0;6600.0;2012-01-08 17:50:00;6;17;6300.0;258720.0;7024200.0;11;34
Spur Gear;85;Case 210;Lapping - Machine 1;Machine 1 - Lapping;D;ID4872;0;0;5280.0;2012-01-08 17:51:00;6;17;780.0;438660.0;630540.0;15;34
Barrel;32;Case 250;Milling - Machine 16;Machine 16 - Milling;D;ID4326;17;0;40200.0;2012-01-08 17:59:00;6;17;190740.0;439140.0;284460.0;6;34
Ballnut;108;Case 215;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;8;0;4500.0;2012-01-08 18:04:00;6;18;0.0;268980.0;746760.0;8;34
Ballnut;108;Case 215;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;8;0;4500.0;2012-01-08 18:04:00;6;18;4560.0;268980.0;746760.0;9;34
Cable Head;30;Case 219;Round Grinding - Machine 2;Machine 2 - Round Grinding;S;ID4355;0;0;3120.0;2012-01-08 19:03:00;6;19;264480.0;439140.0;799020.0;3;34
Spur Gear;84;Case 211;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4355;25;0;3060.0;2012-01-08 20:05:00;6;20;18180.0;18180.0;536100.0;2;34
Spur Gear;84;Case 211;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4445;56;0;2640.0;2012-01-08 20:50:00;6;20;2700.0;20880.0;533400.0;3;34
Cable Head;151;Case 177;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;12;0;22440.0;2012-01-08 22:13:00;6;22;22560.0;388080.0;7009320.0;4;34
Cable Head;180;Case 199;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;7;0;7320.0;2012-01-08 22:20:00;6;22;24060.0;507900.0;7043700.0;24;34
Cable Head;153;Case 266;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4445;131;0;7380.0;2012-01-08 23:17:00;6;23;29820.0;398220.0;7005480.0;21;34
Cable Head;185;Case 225;other;Machine 2 - Round Grinding;D;ID4872;0;0;20520.0;2012-01-08 23:34:00;6;23;80340.0;286920.0;7004460.0;3;34
Clamp;150;Case 163;Packing;Packing;D;ID4491;60;0;3600.0;2012-01-09 01:00:00;0;1;0.0;0.0;6357840.0;1;34
Disc;36;Case 246;Packing;Packing;D;ID4491;31;0;3600.0;2012-01-09 01:00:00;0;1;34380.0;550800.0;0.0;10;34
Cable Head;3;Case 277;Packing;Packing;D;ID4491;2;0;3600.0;2012-01-09 01:00:00;0;1;26220.0;550800.0;44940.0;10;34
Cable Head;50;Case 200;other;Machine 10 - Grinding;D;ID0937;1;0;4500.0;2012-01-09 01:15:00;0;1;0.0;0.0;1814400.0;1;36
Flange;125;Case 207;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4429;0;0;4500.0;2012-01-09 01:15:00;0;1;0.0;0.0;1813500.0;1;36
Spur Gear;85;Case 210;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-01-09 01:15:00;0;1;26640.0;465300.0;603900.0;16;36
Spur Gear;84;Case 211;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-01-09 01:15:00;0;1;15900.0;36780.0;517500.0;4;36
Housing;24;Case 248;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4641;16;0;20640.0;2012-01-09 01:59:00;0;1;29580.0;36360.0;800700.0;3;36
Cable Head;13;Case 208;Turning & Milling - Machine 10;Machine 10 - Grinding;S;ID4641;0;0;14280.0;2012-01-09 02:19:00;0;2;359100.0;382920.0;3305400.0;3;36
Blade;16;Case 253;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID4641;1;0;12480.0;2012-01-09 05:49:00;0;5;0.0;0.0;587460.0;1;37
Spur Gear;105;Case 230;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;35;0;37800.0;2012-01-09 06:30:00;0;6;45660.0;278160.0;4437540.0;6;38
Ballnut;315;Case 260;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4529;0;0;9000.0;2012-01-09 06:30:00;0;6;0.0;0.0;5640480.0;1;38
Cable Head;13;Case 208;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;2;0;16500.0;2012-01-09 06:55:00;0;6;16560.0;399480.0;3288840.0;4;38
Blade;16;Case 253;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4641;2;0;3960.0;2012-01-09 06:55:00;0;6;3960.0;3960.0;583500.0;2;38
Flange;125;Case 207;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4529;1;0;23400.0;2012-01-09 07:00:00;0;7;20700.0;20700.0;1792800.0;2;38
Punch Holder;350;Case 267;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;36;0;39600.0;2012-01-09 07:00:00;0;7;47400.0;306120.0;6976800.0;12;38
Spur Gear;105;Case 230;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;900.0;2012-01-09 07:15:00;0;7;2700.0;280860.0;4434840.0;7;38
Ballnut;24;Case 233;Turning & Milling Q.C.;Quality Check 1;D;ID4287;1;0;2220.0;2012-01-09 07:37:00;0;7;63360.0;488220.0;516960.0;13;38
Ballnut;24;Case 233;other;other;D;other;2;0;3600.0;2012-01-09 08:00:00;0;8;1380.0;489600.0;515580.0;14;38
Blade;16;Case 253;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;3540.0;2012-01-09 08:03:00;0;8;4080.0;8040.0;579420.0;3;38
Punch Holder;350;Case 267;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1560.0;2012-01-09 08:30:00;0;8;5400.0;311520.0;6971400.0;13;38
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;D;ID4528;2;0;7920.0;2012-01-09 09:06:00;0;9;29160.0;579960.0;15780.0;11;38
Spur Gear;85;Case 210;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;0;0;5460.0;2012-01-09 09:43:00;0;9;30480.0;495780.0;573420.0;17;38
Spur Gear;85;Case 210;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;50;0;2400.0;2012-01-09 09:45:00;0;9;120.0;495900.0;573300.0;18;38
Clamp;150;Case 163;Final Inspection Q.C.;Quality Check 1;D;ID4287;60;0;6360.0;2012-01-09 09:46:00;0;9;31560.0;31560.0;6326280.0;2;38
Blade;16;Case 253;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID3846;13;0;9360.0;2012-01-09 09:46:00;0;9;6180.0;14220.0;573240.0;4;38
Cutting Wheel;21;Case 206;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;21;0;660.0;2012-01-09 09:55:00;0;9;67680.0;67680.0;2127900.0;2;38
Blade;16;Case 253;Turning & Milling Q.C.;Quality Check 1;D;ID4618;15;0;3600.0;2012-01-09 10:05:00;0;10;1140.0;15360.0;572100.0;5;38
O-Ring;9;Case 265;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID0997;0;0;2400.0;2012-01-09 10:29:00;0;10;352980.0;412200.0;869520.0;3;38
Cutting Wheel;21;Case 206;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;21;0;2940.0;2012-01-09 10:45:00;0;10;3000.0;70680.0;2124900.0;3;38
O-Ring;9;Case 265;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID0997;0;0;13500.0;2012-01-09 10:49:00;0;10;1200.0;413400.0;868320.0;4;38
Ballnut;24;Case 233;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;7;0;240.0;2012-01-09 10:50:00;0;10;10200.0;499800.0;505380.0;15;38
Cable Head;3;Case 277;Round Grinding - Manual;Machine 27 - Grinding;D;ID4528;1;0;6300.0;2012-01-09 10:51:00;0;10;6300.0;586260.0;9480.0;12;38
Ballnut;400;Case 182;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;180.0;2012-01-09 11:11:00;0;11;0.0;0.0;6848580.0;1;39
Ballnut;24;Case 233;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID0998;7;0;1320.0;2012-01-09 11:13:00;0;11;1380.0;501180.0;504000.0;16;39
O-Ring;9;Case 265;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID0997;9;0;3240.0;2012-01-09 11:21:00;0;11;1920.0;415320.0;866400.0;5;39
Cable Head;5;Case 251;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4932;1;0;16680.0;2012-01-09 11:28:00;0;11;69180.0;69180.0;3895620.0;2;39
Ballnut;10;Case 228;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID0997;0;0;3600.0;2012-01-09 11:30:00;0;11;434340.0;434340.0;480600.0;2;39
